Wall time,Step,Value
1757427493.6981306,0,-138.6976318359375
1757427538.7407734,1,-144.643798828125
1757427586.9690664,2,-121.68319702148438
1757427635.317495,3,-76.54706573486328
1757427683.7900434,4,-84.08706665039062
1757427732.7906287,5,-53.66450500488281
1757427781.6145592,6,-63.107025146484375
1757427830.4606857,7,-55.77350616455078
1757427879.462602,8,-50.03208923339844
1757427928.3182204,9,-68.59603118896484
