Wall time,Step,Value
1757427007.4716594,0,-180.08204650878906
1757427052.2753892,1,-141.13511657714844
1757427100.4353132,2,-146.6676025390625
1757427148.77663,3,-109.1904067993164
1757427196.94824,4,-60.9536247253418
1757427245.2395082,5,-61.229679107666016
1757427294.1029768,6,-54.20326232910156
1757427343.3041172,7,-53.13105010986328
1757427392.0793269,8,-61.8983268737793
1757427440.8148806,9,-43.12105941772461
