Wall time,Step,Value
1757264955.315058,0,9.505481719970703
1757265318.4946654,1,68.78439331054688
1757265683.8893423,2,31.2679443359375
1757266053.0777054,3,116.00874328613281
1757266425.199145,4,130.2730712890625
1757266800.5990787,5,93.34798431396484
1757267177.191837,6,92.78773498535156
1757267558.5416462,7,102.49781036376953
1757267943.26469,8,100.11492156982422
1757268328.6886456,9,101.02542114257812
1757268718.5685103,10,101.45794677734375
1757269112.599786,11,118.31227111816406
1757269509.776587,12,101.34269714355469
1757269909.5854297,13,97.6485595703125
1757270310.6723537,14,108.44227600097656
1757270716.8857172,15,-46.85764694213867
1757271123.2703211,16,116.69882202148438
1757271534.8972058,17,98.06302642822266
1757271948.352613,18,109.92069244384766
1757272363.039689,19,117.68794250488281
1757272783.358485,20,90.57649993896484
1757273207.710168,21,97.7242660522461
1757273634.190375,22,108.99211120605469
1757274065.0787654,23,102.81209564208984
1757274495.7611277,24,101.3392562866211
1757274928.9749954,25,99.53748321533203
1757275367.197823,26,112.89590454101562
1757275809.3459804,27,104.69068145751953
1757276254.5418735,28,114.76734924316406
1757276702.5488343,29,115.09626007080078
1757277151.508418,30,97.21614837646484
1757277606.6091084,31,110.57345581054688
1757278063.9450624,32,101.88780975341797
1757278523.336603,33,108.68561553955078
1757278987.5204916,34,116.95321655273438
1757279453.935724,35,104.0715560913086
1757279923.5612385,36,114.04959106445312
1757280397.0232842,37,101.55169677734375
1757280871.189995,38,116.34904479980469
1757281349.3550322,39,96.0545883178711
1757281831.46979,40,111.07234191894531
1757282316.833079,41,100.3047103881836
1757282805.6475816,42,105.0986099243164
1757283296.2000396,43,110.41285705566406
1757283792.0420153,44,106.91429138183594
1757284290.0021155,45,102.9298324584961
1757284791.1278634,46,111.06708526611328
1757285295.7845395,47,108.8238296508789
1757285801.0136003,48,96.83434295654297
1757286310.4979596,49,105.19951629638672
1757286824.9570675,50,101.36125946044922
1757287340.8092232,51,110.48895263671875
1757287861.5089881,52,99.2242660522461
1757288381.7591555,53,106.72004699707031
1757288907.7074995,54,124.25338745117188
1757289437.7773163,55,92.561767578125
1757289971.1022768,56,10.96868896484375
1757290504.5990615,57,53.93644714355469
1757291042.1800268,58,108.34565734863281
1757291582.662668,59,92.36506652832031
1757292127.1205661,60,-6.398293972015381
1757292674.427947,61,109.49638366699219
1757293225.8483539,62,103.48523712158203
1757293779.0541492,63,-33.353065490722656
1757294334.4614594,64,-19.153480529785156
1757294893.2407475,65,-12.6971435546875
1757295454.5277252,66,-43.17665481567383
1757296019.3822737,67,78.65281677246094
1757296587.6201885,68,99.01362609863281
1757297159.0789697,69,43.7481575012207
1757297733.0137103,70,98.2268295288086
1757298312.2405589,71,78.75373077392578
1757298893.4631922,72,67.2175521850586
1757299476.9720724,73,63.772823333740234
1757300064.7307553,74,100.15303802490234
1757300655.8384295,75,94.85537719726562
1757301250.6617022,76,44.69916534423828
1757301847.5681794,77,-24.153715133666992
1757302447.5823863,78,110.81085205078125
1757303050.3019288,79,112.37394714355469
1757303657.351059,80,-16.318981170654297
1757304267.577638,81,-20.2363224029541
1757304880.0668266,82,-37.92034149169922
1757305495.4822817,83,60.3173828125
1757306113.8488407,84,116.55276489257812
1757306735.9655528,85,-47.265777587890625
1757307357.841892,86,113.62673950195312
1757307985.9124732,87,28.695173263549805
1757308618.2894416,88,44.76094055175781
1757309252.6213531,89,92.71543884277344
1757309889.14064,90,-44.222740173339844
1757310528.8813334,91,95.7965087890625
1757311171.0330083,92,-21.848751068115234
1757311816.3361676,93,34.3583984375
1757312464.6728728,94,91.94985961914062
1757313117.1096416,95,-27.873519897460938
1757313773.5471544,96,35.590660095214844
1757314432.6445293,97,108.98351287841797
1757315093.6337888,98,-28.41604995727539
1757315757.2675428,99,-13.685096740722656
1757316425.558937,100,122.49481201171875
