Wall time,Step,Value
1757428010.1686738,0,-123.0696029663086
1757428059.5499182,1,-135.95333862304688
1757428107.5375843,2,-83.47242736816406
1757428156.3518722,3,-65.91510772705078
1757428204.9836779,4,-66.00531768798828
1757428253.6472156,5,-55.63327407836914
1757428302.35691,6,-52.2819938659668
1757428350.972266,7,-55.122493743896484
1757428399.9908173,8,-27.896955490112305
1757428448.8316083,9,-23.55634880065918
