Wall time,Step,Value
1757085558.1713774,0,-39.41755676269531
1757086461.7733936,1,-25.204853057861328
1757087368.8586872,2,83.01988220214844
1757088268.533378,3,106.73297882080078
1757089163.284002,4,99.84091186523438
1757090039.227809,5,103.73426055908203
1757091006.43621,6,88.93486785888672
1757091963.1456218,7,100.4124984741211
1757092908.8218563,8,109.30966186523438
1757093849.9776745,9,92.99600982666016
1757094787.7532272,10,101.0067367553711
1757095818.455929,11,101.2060775756836
1757096823.4530265,12,103.16716766357422
1757097812.391639,13,95.03952026367188
1757098777.0645714,14,108.42137145996094
1757099850.3710735,15,107.19292449951172
1757100901.9061117,16,96.75079345703125
1757101938.4846904,17,111.24891662597656
1757102950.5443404,18,139.39549255371094
1757104039.1848223,19,95.68770599365234
1757105144.700821,20,94.87141418457031
1757106221.3788033,21,106.29248046875
1757107267.8455305,22,107.5899887084961
1757108426.3516042,23,123.7186050415039
1757109553.5874763,24,100.36714172363281
1757110662.6656759,25,104.98703002929688
1757111770.2307162,26,20.695072174072266
1757112962.680131,27,109.458984375
1757114113.0186436,28,102.57196044921875
1757115250.2912617,29,95.29816436767578
1757116435.8002677,30,105.00228118896484
1757117649.8907259,31,108.70032501220703
1757118821.670549,32,105.853515625
1757120002.2633142,33,99.14427185058594
1757121271.884734,34,105.81517791748047
1757122496.6938214,35,116.55014038085938
1757123676.2312284,36,106.6399917602539
1757124971.5137668,37,112.8083267211914
1757126246.864631,38,110.02635955810547
1757127468.521698,39,105.27153015136719
1757128138.0926566,40,101.42688751220703
1757128619.7426026,41,91.96495056152344
1757129103.352124,42,95.37867736816406
1757129589.507737,43,135.02688598632812
1757130079.3845763,44,99.55911254882812
1757130570.5309355,45,101.94564056396484
1757131066.4030888,46,112.90306091308594
1757131565.6056907,47,102.92964172363281
1757132066.475769,48,135.07017517089844
1757132568.8090253,49,120.38638305664062
1757133076.2888455,50,106.29194641113281
1757133586.399544,51,97.53070068359375
1757134099.6151319,52,106.56145477294922
1757134618.066044,53,110.35663604736328
1757135139.350803,54,115.78824615478516
1757135662.7616596,55,118.78199005126953
1757136189.7953098,56,120.75572967529297
1757136719.154668,57,-29.81690788269043
1757137251.971098,58,50.94432830810547
1757137789.2392497,59,117.72203826904297
1757138327.3513482,60,114.63994598388672
1757138868.9437165,61,105.0615463256836
1757139412.382268,62,97.41993713378906
1757139959.986727,63,111.23976135253906
1757140508.0486512,64,107.05778503417969
1757141062.0004315,65,81.99262237548828
1757141620.2681808,66,112.62355041503906
1757142179.3912342,67,109.98133850097656
1757142741.73525,68,119.60415649414062
1757143306.7095513,69,110.40479278564453
1757143875.5472367,70,107.12845611572266
1757144447.6488576,71,115.63394927978516
1757145022.511578,72,98.22528076171875
1757145599.3743353,73,104.98902893066406
1757146180.7546072,74,100.5985107421875
1757146763.9824767,75,102.76472473144531
1757147350.994737,76,108.69571685791016
1757147939.8633869,77,93.23963928222656
1757148531.8001163,78,94.2774887084961
1757149127.8840435,79,104.83934783935547
1757149726.5145981,80,101.25943756103516
1757150329.7944798,81,104.21702575683594
1757150932.8708842,82,-33.11481475830078
1757151541.1765783,83,96.60781860351562
1757152150.6293175,84,34.08084487915039
1757152764.076934,85,114.96952056884766
1757153379.8089726,86,115.29289245605469
1757153999.736297,87,93.58830261230469
1757154623.1378033,88,-35.28510284423828
1757155247.9351964,89,42.19911193847656
1757155877.5940225,90,81.28610229492188
1757156509.899548,91,113.86969757080078
1757157142.9693933,92,115.84049224853516
1757157779.726599,93,112.77593231201172
1757158420.0830686,94,112.0604476928711
1757159063.629518,95,-7.308185577392578
1757159709.4042268,96,115.21569061279297
1757160359.1192026,97,105.1151123046875
1757161011.1091018,98,134.0451202392578
1757161667.279707,99,112.98983001708984
1757162327.3340843,100,102.45156860351562
